pdb_id	n_protein_chains_ge128	min_msa_depth	median_msa_depth	max_msa_depth
9AXH	4	17821	22975	22975
9BYE	1	17824	17824	17824
9MYB	3	17826	17826	17826
9EXM	3	17829	17829	17829
9DGW	7	17847	17847	17847
9FCU	4	17864	17864	17864
9BYU	3	17866	17866	17866
9MYA	3	17869	17869	17869
9JD2	3	17871	17871	17871
9LR4	3	17871	17871	17871
9JKU	3	17871	17871	17871
9JRZ	3	17871	17871	17871
9JHV	3	17871	17871	17871
9LU0	3	17871	17871	17871
9JSS	3	17871	17871	17871
9LVZ	3	17871	17871	17871
9JTG	3	17871	17871	17871
9LWB	3	17871	17871	17871
8VJ8	6	17874	17874	17874
8VJ0	2	17874	17874	17874
8VJ4	6	17874	17874	17874
8VHY	2	17874	17874	17874
8VHW	6	17874	17874	17874
8W3Y	4	17879	17879	17879
8W40	4	17879	17879	17879
8W3Z	4	17879	17879	17879
8VJ5	6	17882	17882	17882
9NSJ	8	17895	17895	17895
9NR0	8	17895	17895	17895
9BWM	2	17902	17902	17902
9BVY	2	17902	17902	17902
9BWQ	6	17902	17902	17902
9BWR	2	17902	17902	17902
9BW2	2	17902	17902	17902
9L52	6	17909	17909	17909
9ECU	6	17923	20685	20685
9QYD	3	17938	17938	17938
9QYE	3	17938	17938	17938
9KUF	14	17938	17938	17938
9L51	6	17950	17950	17950
9OAK	9	17950	17950	17950
9PG0	9	17950	17950	17950
9YN9	9	17950	17950	17950
9OAN	9	17950	17950	17950
9O9R	9	17950	17950	17950
9PFY	9	17950	17950	17950
9OD6	9	17950	17950	17950
9OBA	9	17950	17950	17950
9OAI	9	17950	17950	17950
9OB9	9	17950	17950	17950
9OBC	9	17950	17950	17950
8ZAB	4	17954	18642	18642
9IMJ	1	17957	17957	17957
9IBO	3	17967	17967	17967
9DAP	1	17976	17976	17976
8RL0	1	17997	17997	17997
9RXF	2	18005	18005	18005
8RW3	7	18015	18015	18015
9AXY	2	18017	20757	20757
9AY7	6	18017	18435	18435
9I0U	6	18028	18028	18028
9I0W	2	18028	18028	18028
9ERY	2	18028	18028	18028
9EO0	6	18028	18028	18028
9HRT	2	18028	18028	18028
9IF4	20	18030	27708	28128
8YCX	20	18043	27712	28836
8YD1	20	18043	27712	30886
9JVP	20	18043	27712	30735
9CS5	3	18054	18054	18054
8Z59	8	18054	18054	18054
9GP9	2	18054	18054	18054
8RQR	3	18065	18065	18065
9KVM	3	18071	18071	18071
9G4N	6	18078	18078	18078
8RTP	6	18080	18080	18080
8RTO	12	18080	18080	18080
9L2B	4	18091	18091	18091
9L1T	4	18096	18096	18096
9L1R	1	18096	18096	18096
9L27	4	18096	18096	18096
8VAI	6	18119	18119	18119
8VAG	6	18119	18119	18119
8VA9	6	18119	18119	18119
8VAB	1	18119	18119	18119
9L34	4	18137	18137	18137
9SHC	3	18138	18138	18138
9L2J	4	18139	18139	18139
9L2M	4	18139	18139	18139
9L2P	3	18139	18139	18139
9GIA	2	18140	18140	18140
8RTR	6	18144	18144	18144
8VG9	3	18147	18147	18147
8S4J	4	18153	18153	18153
9CMZ	3	18155	18155	18155
9CDY	3	18157	18157	18157
9CDX	3	18157	18157	18157
8ZLG	2	18168	18168	18168
9G9U	2	18191	18191	18191
9H8J	12	18202	18202	18202
9H8L	3	18202	18202	18202
9H8K	3	18202	18202	18202
9NJI	1	18211	18211	18211
9L3A	3	18211	18211	18211
9L2A	4	18213	18213	18213
9L2H	4	18213	18213	18213
9L2C	3	18213	18213	18213
9B70	4	18217	27069	27069
9B71	4	18217	27069	27069
9L3B	4	18225	18225	18225
9L37	4	18228	18228	18228
9T4P	1	18233	18233	18233
9L39	4	18239	18239	18239
8XHQ	12	18246	18246	18246
8ZFD	1	18251	18251	18251
8ZFE	1	18251	18251	18251
9JVH	1	18251	18251	18251
9CR2	16	18274	19272	19468
9CS3	16	18274	19272	19468
9CSA	16	18274	19272	19468
9CS6	16	18274	19272	19468
9CS4	16	18274	19272	19468
8XGQ	2	18288	18288	18288
9V7W	3	18297	18297	18297
9VGE	3	18297	18297	18297
9VG0	3	18297	18297	18297
9RO7	4	18324	18324	18324
9RM3	4	18324	18324	18324
9ROB	2	18324	18324	18324
9DA0	3	18343	18343	18343
9P55	1	18377	18377	18377
9HL2	6	18382	49872	49872
9HU7	1	18393	18393	18393
9ZOG	18	18393	18393	18393
9LME	8	18408	20397	20397
9AYA	12	18435	19178	19178
9D7A	10	18445	18445	18445
9D7D	11	18445	18445	18445
9D7C	10	18445	18445	18445
9D7B	6	18445	18445	18445
9D79	10	18445	18445	18445
9D8C	8	18445	18445	18445
8RMC	20	18448	37152	37152
8RMF	16	18448	37152	37152
8RMD	12	18448	37152	37152
8RMG	16	18448	37152	37152
9GD9	6	18452	18452	18452
9QEW	5	18453	18453	18453
9QEY	6	18453	18453	18453
9QFB	14	18453	18453	18453
9QF2	10	18453	18453	18453
9FJM	4	18453	18453	18453
9VGZ	3	18455	18455	18455
9E2S	16	18458	19353	19531
9GD6	6	18474	18474	18474
9GD8	6	18474	18474	18474
8ZPN	2	18476	21635	21635
8ZPM	2	18476	21635	21635
8ZPL	2	18476	21635	21635
9SN1	3	18485	18485	18485
9NJJ	3	18500	18500	18500
9MXL	1	18500	18500	18500
9FJY	6	18507	18507	29213
9FJU	6	18507	18507	29213
9SLS	6	18528	18528	18528
8ZIK	4	18536	18536	18536
8ZI5	4	18536	18536	18536
9DDS	2	18537	18537	18537
8VAA	10	18550	18550	18550
9BXP	18	18562	18562	18562
9HV3	2	18585	18585	18585
9FR6	2	18585	18585	18585
9FR5	2	18585	18585	18585
9FR8	2	18585	18585	18585
9FR9	2	18585	18585	18585
9HUK	2	18585	18585	18585
9HUL	2	18585	18585	18585
9FR7	2	18585	18585	18585
8YPZ	6	18591	18591	18591
9G5Z	6	18596	18596	18596
8VIQ	3	18600	18600	18600
8VIT	3	18600	18600	18600
8VIR	3	18600	18600	18600
8VIP	1	18600	18600	18600
8Y9R	2	18603	18603	18603
8VNX	3	18608	18608	18608
8VTF	1	18608	18608	18608
8VO4	1	18608	18608	18608
8VS0	1	18608	18608	18608
9IMW	3	18617	18617	18617
8YQ0	30	18642	18642	18642
8YI9	6	18644	18644	18644
8YPY	6	18654	18654	18654
9K47	14	18663	18663	18663
9IQ9	6	18667	18667	18667
9IXE	6	18667	18667	18667
9IXC	6	18667	18667	18667
9IXG	2	18667	18667	18667
9IXD	5	18667	18667	18667
9IXF	4	18667	18667	18667
8X9V	4	18669	21087	21087
8RMI	1	18670	18670	18670
8RM3	1	18670	18670	18670
9HVB	1	18685	18685	18685
9DMD	2	18686	18686	18686
9E58	2	18713	18713	18713
9EXO	8	18717	18717	18717
9EXP	8	18717	18717	18717
9CX5	2	18729	18729	18729
9I2R	8	18748	18748	18748
9I2Q	8	18748	18748	18748
9EXR	8	18752	18752	18752
9EXQ	8	18752	18752	18752
8VF6	2	18764	18764	18764
9QRW	12	18769	18769	18769
9QCL	14	18769	18769	18769
9QQR	10	18769	18769	18769
9GI1	20	18769	24681	24681
9HVH	2	18782	18782	18782
9C9I	4	18804	18804	18804
8ZQQ	1	18812	18812	18812
8ZQR	1	18812	18812	18812
8ZQP	1	18812	18812	18812
8ZQO	1	18812	18812	18812
9L8P	14	18817	18817	18817
7GYE	3	18821	18821	18821
7GYI	3	18821	18821	18821
7GYA	3	18821	18821	18821
7GYG	3	18821	18821	18821
7GYJ	3	18821	18821	18821
7GYS	3	18821	18821	18821
7GYT	3	18821	18821	18821
7GYU	3	18821	18821	18821
7GYC	3	18821	18821	18821
7GY9	3	18821	18821	18821
7GYF	3	18821	18821	18821
7GYM	3	18821	18821	18821
7GY5	3	18821	18821	18821
7GYR	3	18821	18821	18821
7GY8	3	18821	18821	18821
7GYD	3	18821	18821	18821
7GYQ	3	18821	18821	18821
7GYO	3	18821	18821	18821
7GY7	3	18821	18821	18821
7GYW	3	18821	18821	18821
7GYH	3	18821	18821	18821
7GY4	3	18821	18821	18821
7GYB	3	18821	18821	18821
7GYL	3	18821	18821	18821
7GYP	3	18821	18821	18821
7GYN	3	18821	18821	18821
7GYX	3	18821	18821	18821
7GY6	3	18821	18821	18821
7GYK	3	18821	18821	18821
7GYV	3	18821	18821	18821
9MEH	1	18829	18829	18829
9C9A	6	18835	18835	18835
9C95	6	18835	18835	18835
9C9B	6	18835	18835	18835
9C99	6	18835	18835	18835
8XN6	6	18838	18838	18838
9HVG	3	18840	18840	18840
9BE4	4	18842	18842	18842
9ME1	8	18887	18887	18887
9MDU	4	18887	18887	18887
9MEU	4	18887	18887	18887
9MEN	4	18887	18887	18887
8Z67	1	18893	18893	18893
8Z66	1	18893	18893	18893
9GMU	4	18894	22063	22063
9IUG	21	18897	18897	18897
9BFE	2	18925	24842	24842
9BFF	2	18925	24842	24842
9BFD	2	18925	24842	24842
9R1X	6	18927	18927	18927
9R1W	6	18927	18927	18927
9R1Y	6	18927	18927	18927
9J0C	1	18927	18927	18927
9AXM	12	18942	19178	19178
9BFG	2	18945	18945	18945
9FTT	10	18947	18947	18947
9FXA	10	18947	18947	18947
9FX0	14	18947	18947	19070
8ZVA	3	18957	18957	18957
9NYX	2	18972	18972	18972
9MG5	6	18979	18979	18979
9FVQ	6	18982	18982	18982
9IH0	6	18985	18985	18985
9VKV	15	19003	19003	19003
9JJN	1	19007	19007	19007
9JK4	1	19007	19007	19007
9JJO	1	19007	19007	19007
9JK3	1	19007	19007	19007
9JJK	1	19007	19007	19007
9JK5	1	19007	19007	19007
9L8K	3	19024	19024	19024
9L8I	3	19024	19024	19024
9IJT	12	19033	19033	19033
9SHG	14	19034	19034	19034
9SHI	7	19034	19034	19034
9SHL	7	19034	19034	19034
9SHK	7	19034	19034	19034
9SHJ	14	19034	19034	19034
9SHH	14	19034	19034	19034
9P6A	2	19054	19054	19054
9DFN	3	19065	19065	19065
9CX4	4	19070	19070	19070
9YKE	14	19079	19079	19079
9YKC	14	19079	19079	19079
9YNJ	14	19079	19079	19079
9H0C	3	19083	19083	19083
9I5Y	3	19083	19083	19083
9R0E	2	19090	19523	19523
8YGZ	3	19104	19104	19104
8ZMC	2	19105	19105	19105
9RWR	14	19126	19126	19126
9DB6	4	19129	19129	19129
7I8A	3	19132	19132	19132
7I85	3	19132	19132	19132
7I81	3	19132	19132	19132
7I8C	3	19132	19132	19132
7I8K	3	19132	19132	19132
7I8G	3	19132	19132	19132
7I8Q	3	19132	19132	19132
7I88	3	19132	19132	19132
7I8P	3	19132	19132	19132
7I8N	4	19132	19132	19132
7I86	3	19132	19132	19132
7I8E	3	19132	19132	19132
7I87	3	19132	19132	19132
7I8M	4	19132	19132	19132
7I84	3	19132	19132	19132
7I8F	3	19132	19132	19132
7I80	3	19132	19132	19132
7I83	3	19132	19132	19132
7I8H	3	19132	19132	19132
7I8O	3	19132	19132	19132
7I7Z	3	19132	19132	19132
7I8D	3	19132	19132	19132
7I8R	3	19132	19132	19132
7I8B	3	19132	19132	19132
7I8I	3	19132	19132	19132
7I89	3	19132	19132	19132
7I8L	3	19132	19132	19132
7I8J	3	19132	19132	19132
9QY7	3	19132	19132	19132
7I7Y	3	19132	19132	19132
9QQX	3	19132	19132	19132
7I82	3	19132	19132	19132
9H5V	7	19136	19136	19136
9ES2	42	19136	19136	19136
9ES5	7	19136	19136	19136
9H5U	14	19136	19136	19136
9ES4	14	19136	19136	19136
9ES0	14	19136	19136	19136
9ES3	7	19136	19136	19136
9ES6	14	19136	19136	19136
9ES1	7	19136	19136	19136
9H5T	7	19136	19136	19136
9H5S	14	19136	19136	19136
9C0D	14	19141	19141	19141
9CPK	16	19145	19145	19145
9DC0	3	19146	19146	19146
8RWS	5	19149	19149	19149
9M0O	1	19149	19149	19149
8RWQ	4	19149	19149	19149
8RWR	4	19149	19149	19149
8W1M	2	19173	19173	19173
9MMZ	7	19177	19177	19177
9MN0	14	19177	19177	19177
9AV6	1	19178	19178	19178
9AV7	3	19178	19178	19178
9AXX	12	19178	20757	20757
9KM5	1	19193	19193	19193
9KM2	1	19193	19193	19193
9KM3	1	19193	19193	19193
9MN1	14	19197	19197	19197
9WBT	14	19197	19197	19197
8S32	14	19197	19197	19197
9C0C	14	19197	19197	19197
9WF6	28	19197	19197	19197
9MMY	14	19197	19197	19197
9C0B	14	19197	19197	19197
9MN3	14	19197	19197	19197
8ZAZ	4	19199	19199	19199
8YLZ	1	19203	19203	19203
9R8C	12	19206	32568	32568
9R8B	12	19206	32568	32568
9BGQ	7	19209	19209	19209
9BGS	7	19209	19209	19209
9DND	4	19227	19274	19332
9DNE	9	19227	19274	19332
8Y6L	2	19229	19229	19229
9BGT	7	19231	19231	19231
9CC8	6	19235	19235	19235
9CC9	12	19235	19235	19235
9GTY	2	19238	19238	19238
9GTG	2	19238	19238	19238
8VOH	1	19243	19243	19243
8RWP	4	19250	19250	19250
8RWO	4	19250	19250	19250
9R0K	6	19251	19523	19523
9I10	3	19263	19263	19263
9I11	3	19263	19263	19263
9I0Z	3	19263	19263	19263
9I17	3	19263	19263	19263
9I13	3	19263	19263	19263
9I12	3	19263	19263	19263
9INU	2	19270	19270	19270
9QSM	6	19270	19270	19270
9L50	6	19278	19278	19278
9R08	6	19285	19523	19523
9LTQ	2	19290	19290	19290
8Z6K	3	19304	19304	19304
8Z4K	3	19304	19304	19304
8ZLR	4	19304	19304	19304
9FO3	60	19304	19304	19304
8Z45	3	19304	19304	19304
8Z26	3	19304	19304	19304
8Z8F	3	19304	19304	19304
8Z1J	3	19304	19304	19304
8Z3X	3	19304	19304	19304
8Z2D	4	19304	19304	19304
8Z44	3	19304	19304	19304
8Z3D	3	19304	19304	19304
8Z4P	3	19304	19304	19304
8Z6J	3	19304	19304	19304
8Z3L	3	19304	19304	19304
8Z6I	3	19304	19304	19304
8Z4U	3	19304	19304	19304
8Z24	3	19304	19304	19304
8Z3G	3	19304	19304	19304
8Z4M	3	19304	19304	19304
8Z8K	3	19304	19304	19304
8Z41	3	19304	19304	19304
8ZA8	4	19304	19304	19304
9EX3	6	19322	19322	19322
8S34	6	19322	19322	19322
9F2T	2	19322	19322	19322
9GBB	2	19322	19322	19322
9FL7	3	19329	33944	33944
9HM9	5	19330	19330	19330
9GOB	5	19330	19330	19330
9GO5	5	19338	19338	19338
8ZJ1	5	19341	19341	19341
9CE4	3	19361	19361	19361
8W18	3	19362	19413	36140
8ZQ3	2	19362	21104	21104
9P3D	11	19368	19368	19368
9L04	1	19373	19373	19373
8ZIX	6	19377	19377	19377
8W36	5	19377	19377	19377
9QA1	1	19391	19391	19391
8RQA	1	19401	19401	19401
8RQC	6	19401	19401	19401
8RQ8	1	19401	19401	19401
9GY3	2	19401	19401	19401
9GAO	2	19401	19401	19401
8RQ1	1	19401	19401	19401
8Y1Q	3	19402	19402	19402
9QA3	1	19407	19407	19407
9IKQ	6	19428	19428	19428
9BPH	12	19437	19437	19437
9QA2	1	19439	19439	19439
9QA0	1	19439	19439	19439
9QA4	3	19439	19439	19439
9DUV	6	19443	19443	19443
9N8G	14	19445	19445	19445
8XMH	12	19461	33772	33772
8XMI	12	19461	33772	33772
9J3P	15	19466	19466	19466
9J3Q	3	19466	19466	19466
9HN8	6	19470	19470	19470
9VH0	4	19482	19482	19482
9FIJ	12	19482	21997	21997
9FIL	12	19482	21997	21997
9FII	8	19482	21997	21997
9FE0	12	19486	21997	21997
9FDV	12	19486	21997	21997
9FE5	12	19486	21997	21997
9FDJ	12	19486	21997	21997
9FDK	12	19486	21997	21997
9UYW	2	19494	19494	19494
9VAR	4	19494	19494	19494
9HEN	14	19500	22011	22011
9HE5	12	19500	21974	21974
9HEG	12	19500	21990	21990
9HEM	4	19500	21990	21990
9HRJ	4	19503	19503	19503
9IF3	24	19503	19503	19503
9HRP	12	19503	19503	19503
9EJ8	3	19507	19507	19507
9FIF	12	19514	21997	21997
9FE8	12	19514	21997	21997
9FEA	12	19514	21997	21997
9FIH	12	19514	21997	21997
9FE7	12	19514	21997	21997
9Y43	6	19518	19518	19518
9ENH	12	19525	19525	19525
9ENJ	14	19525	19525	19525
9ENN	12	19525	19525	19525
9ENI	12	19525	19525	19525
9ENK	12	19525	19525	19525
9FJO	4	19527	19527	19527
8RU0	4	19527	19527	19527
8ZCR	3	19527	19527	19527
9DUU	6	19527	19527	19527
9SFA	2	19543	19543	19543
9VEM	3	19544	19544	19544
9VEW	3	19544	19544	19544
9DRZ	3	19546	19546	19546
9BPM	12	19547	19547	19547
8XDL	3	19551	19551	19551
8XDM	3	19551	19551	19551
9C20	3	19573	19573	19573
9M8P	2	19585	19585	19585
9RFE	6	19587	19587	19587
9RFD	6	19587	19587	19587
9RWP	16	19602	19602	19602
9L5M	3	19606	19606	19606
9CQF	8	19618	19618	19618
9CQE	8	19618	19618	19618
9CQG	8	19618	19618	19618
9D7K	1	19628	19628	19628
9J9S	4	19632	19632	19632
9KYN	2	19633	19633	19633
9BCM	1	19650	19650	19650
9DTJ	3	19654	19654	19654
9D5R	3	19654	19654	19654
9FBT	4	19654	19654	19654
9F0U	4	19654	19654	19654
9D5Q	3	19654	19654	19654
9D8T	3	19654	19654	19654
9F0V	4	19654	19654	19654
9D54	3	19654	19654	19654
9D2U	4	19654	19654	19654
9F0T	4	19654	19654	19654
9J9R	4	19655	19655	19655
8Y6N	2	19655	19655	19655
9J9Q	2	19655	19655	19655
9J9T	2	19656	19656	19656
9J9V	4	19660	19660	19660
9J9U	4	19660	19660	19660
9JA4	4	19660	19660	19660
9DKI	1	19678	19678	19678
8VXT	6	19680	19680	19680
8RRH	11	19702	29457	29457
9O6T	24	19702	29457	29457
9O6S	24	19702	29457	29457
9UNL	22	19702	22931	22931
9RWQ	16	19721	19721	19721
9CQI	3	19727	19727	19727
9CQH	11	19727	19727	19727
9ESA	4	19727	19727	19727
9CQJ	4	19727	19727	19727
9Y9N	3	19735	19735	19735
9OU5	2	19740	19740	19740
9OTJ	2	19740	19740	19740
9OTL	4	19740	19740	19740
9DFW	9	19745	19745	19745
8S3B	36	19766	19766	19766
8S38	9	19766	19766	19766
8S39	9	19766	19766	19766
8S3A	18	19766	19766	19766
8S3D	24	19766	19766	19766
8S3C	3	19766	19766	19766
9DEY	4	19774	19774	19774
8RTS	7	19787	19787	19787
9FP6	6	19788	19788	19788
9S44	1	19803	19803	19803
9S46	1	19803	19803	19803
9S48	1	19803	19803	19803
9J91	1	19804	19804	19804
9BLS	3	19818	23850	23850
9BLT	3	19818	23873	23873
8ZVH	2	19828	19828	19828
8ZVG	6	19828	19828	19828
8ZLW	2	19863	22443	22443
9N8M	33	19864	19864	19864
9MVW	3	19880	19880	19880
8XUV	12	19883	19883	19883
8XUQ	4	19883	19883	19883
9OTU	2	19899	19899	19899
9C21	18	19900	19900	19900
9B3Q	3	19900	19900	19900
8RCX	4	19909	19909	19909
9Q84	3	19919	19919	19919
9Q83	6	19919	19919	19919
8ZLX	12	19920	19920	19920
8VOI	1	19925	19925	19925
8RSL	8	19927	19927	19927
9GF0	15	19949	19949	19949
9OU6	2	19953	19953	19953
9ZC2	48	19971	19971	19971
9H4X	1	19978	19978	19978
9NCZ	1	19982	19982	19982
9J88	2	19994	19994	19994
9MXD	3	20002	20002	20002
8VJV	3	20012	20012	20012
8VJU	3	20012	20012	20012
8VJW	4	20012	20012	20012
8VJX	3	20012	20012	20012
8VJY	6	20012	20012	20012
8S62	2	20026	25339	25339
8S5W	2	20026	25339	25339
9FEE	12	20036	20036	20036
9NZB	18	20040	20040	20040
9KVO	2	20042	20042	20042
9QOS	6	20049	20049	20049
9S24	3	20052	20052	20052
9FRU	1	20052	20052	20052
9S21	3	20052	20052	20052
9FDW	3	20052	20052	20052
9S25	3	20052	20052	20052
9S1Z	3	20052	20052	20052
9FDX	3	20052	20052	20052
9FDT	3	20052	20052	20052
9FDS	3	20052	20052	20052
9FDR	3	20052	20052	20052
9S23	3	20052	20052	20052
9S20	3	20052	20052	20052
9FDU	3	20052	20052	20052
9S22	3	20052	20052	20052
9S26	3	20052	20052	20052
9KUZ	2	20084	20084	20084
9O63	1	20087	20087	20087
9Y9B	3	20087	20087	20087
9QYH	2	20088	20088	20088
9QYG	2	20088	20088	20088
9QYF	3	20088	20088	20088
9H87	1	20093	20093	20093
9MK5	14	20097	20097	20097
9MK2	7	20097	20097	20097
9MJP	14	20097	20097	20097
8RVS	6	20108	20108	20108
8RWM	6	20108	20108	20108
9KV9	1	20128	20128	20128
9KV1	1	20128	20128	20128
9KUO	2	20143	20143	20143
9KUU	2	20151	20151	20151
9F6P	1	20153	20153	20153
9F6Q	1	20153	20153	20153
9CUI	5	20158	20158	20158
9NVR	6	20158	20158	20158
9KVB	1	20158	20158	20158
9NVP	6	20158	20158	20158
8VCM	6	20166	20166	20166
9GKR	2	20166	20166	20166
8VCS	24	20166	20166	20166
8VCP	6	20166	20166	20166
9GKS	2	20166	20166	20166
8VCO	6	20166	20166	20166
8VCQ	8	20166	20166	20166
8VCK	6	20166	20166	20166
8VCU	12	20166	20166	20166
9ENY	6	20179	20179	20179
9ENV	7	20179	20179	20179
9ENW	7	20179	20179	20179
9ENX	7	20179	20179	20179
9BKB	3	20186	20186	20186
9BKI	9	20186	20186	20186
9N8A	33	20189	20189	20189
9N8H	33	20189	20189	20189
9HT5	5	20191	20191	20191
9WXS	4	20197	20197	20197
9F6N	1	20198	20198	20198
9N8B	33	20198	20198	20198
8XD1	3	20201	20201	20201
8XCS	1	20201	20201	20201
8XCU	3	20201	20201	20201
8XD6	1	20201	20201	20201
8XCZ	3	20201	20201	20201
8XD0	3	20201	20201	20201
8XCY	3	20201	20201	20201
8XD3	3	20201	20201	20201
8XCP	3	20201	20201	20201
8XCX	3	20201	20201	20201
8XCQ	1	20201	20201	20201
8XD4	3	20201	20201	20201
8XCT	3	20201	20201	20201
8XD2	1	20201	20201	20201
8XCV	3	20201	20201	20201
8XD5	1	20201	20201	20201
8XCR	1	20201	20201	20201
8XCO	3	20201	20201	20201
8XCW	3	20201	20201	20201
9S4G	4	20212	20212	20212
9DEX	6	20216	20216	20216
8ZMU	18	20221	20221	20221
9K48	1	20239	20239	20239
9ONR	6	20246	20246	20246
9H9X	2	20257	20257	20257
9H9Z	6	20257	20257	20257
9H9W	6	20257	20257	20257
8RIH	2	20268	20268	20268
9M4T	1	20277	20277	20277
9M4Q	1	20277	20277	20277
9I5E	2	20278	20278	20278
9C9C	6	20289	20289	20289
9GAG	1	20289	20289	20289
8XTE	10	20295	20295	20295
8XTG	10	20295	20295	20295
8XTF	1	20295	20295	20295
8VE7	1	20356	20356	20356
9PYC	1	20361	20361	20361
9B3R	3	20373	20373	20373
8YRF	2	20393	20393	20393
9JQI	5	20429	20429	20429
9KYS	2	20435	20435	20435
9BP8	3	20437	20437	20437
9BFB	3	20437	20437	20437
8W08	6	20444	20444	20444
9HY9	6	20445	20445	20445
9HY8	6	20445	20445	20445
8W05	20	20446	20446	20446
8W06	24	20446	20446	20446
9KH7	6	20469	20469	20469
9EL6	4	20480	20480	20480
9F3V	6	20497	20497	20497
9Q31	6	20502	20502	20502
9Q32	4	20502	20502	20502
9EM1	3	20505	20505	20505
8S8A	3	20505	20505	20505
9KS6	1	20506	20506	20506
9O66	6	20510	20510	20510
9O68	2	20510	20510	20510
9YHC	12	20514	20514	20514
9YHF	12	20532	20532	20532
9IW1	6	20532	20532	20532
9YHE	12	20532	20532	20532
9YHD	10	20532	20532	20532
9GVA	3	20533	20533	20533
9L1I	2	20536	20536	20536
9L1H	2	20536	20536	20536
9GU8	3	20542	20542	20542
9GTO	1	20542	20542	20542
9SS8	6	20556	20556	20556
9GBS	7	20556	20556	20556
9SSB	12	20556	20556	20556
9GBP	6	20556	20556	20556
9H1B	6	20556	20556	20556
9GBR	6	20556	20556	20556
9SS9	4	20556	20556	20556
9GBQ	2	20556	20556	20556
9H1A	6	20556	20556	20556
8XMS	6	20574	20574	20574
9AV4	6	20575	20575	20575
9AV5	2	20575	20575	20575
9MZZ	6	20592	20592	20592
8W1V	2	20603	20603	20603
9H70	3	20604	20604	20604
9KUI	1	20606	20606	20606
9FYB	6	20614	20614	20614
9FBK	3	20631	20631	20631
9HO5	3	20643	20643	20643
9S60	12	20643	33256	33256
9MZX	6	20644	20644	20644
8YSW	6	20650	20650	20650
9GVU	6	20662	20662	20662
8Y4X	2	20664	33229	33229
8Y4W	2	20664	33229	33229
8ZXI	6	20668	20668	20668
9VG3	3	20670	20670	20670
9HGM	2	20705	20705	20705
9DVI	4	20713	32427	32427
8Z5G	52	20716	22703	22703
9FXF	3	20723	20723	20723
9MZY	6	20737	20737	20737
8ZNG	3	20740	20740	20740
8ZND	1	20740	20740	20740
8ZNB	3	20740	20740	20740
8ZNE	1	20740	20740	20740
8ZNC	3	20740	20740	20740
9H8R	3	20768	20768	20768
8YJ5	2	20776	28553	28553
8YJ8	10	20776	28627	28627
9RFB	4	20779	20779	20779
9LEP	2	20783	20783	20783
9FVB	4	20791	41367	41367
9HA0	6	20801	20801	20801
9H9Y	3	20801	20801	20801
9HO6	6	20815	20815	20815
8S00	6	20820	20820	20820
9KDS	1	20822	20822	20822
8XTU	1	20825	20825	20825
9MYR	12	20829	34238	34238
8S0V	6	20832	20832	20832
8ZF1	1	20836	20836	20836
9HHS	6	20842	20842	20842
8S1N	1	20846	20846	20846
9HHY	12	20853	20853	20853
9HGK	6	20853	20853	20853
9HGQ	6	20853	20853	20853
8YD4	14	20861	25251	25251
9HGO	6	20871	20871	20871
9GUC	3	20876	20876	20876
9D7Q	2	20887	20887	20887
9BZL	3	20895	20895	20895
9BZG	3	20895	20895	20895
9D2Y	2	20916	20916	20916
9D2Z	3	20925	20925	20925
9D30	2	20925	20925	20925
9FZV	5	20928	20928	20928
9CII	3	20928	20928	20928
9L10	2	20934	20934	20934
9L11	2	20934	20934	20934
9FCG	3	20939	20939	20939
9CIK	3	20939	20939	20939
9FCF	1	20939	20939	20939
9CIJ	3	20940	20940	20940
9CR1	4	20944	20944	20944
9CU9	3	20950	20950	20950
9P7R	33	20964	20964	20964
9CR6	4	20965	20965	20965
9JWA	2	20973	20973	20973
9FCS	2	20983	20983	20983
9HRA	8	20988	20988	20988
9FKQ	3	20993	20993	20993
9FGV	6	20993	20993	20993
9L4Q	2	21001	21001	21001
9CIL	1	21014	21014	21014
8ZRS	12	21030	21030	21030
9C11	6	21035	21035	21035
8Z1E	3	21047	21047	21047
8YF0	2	21053	21053	21053
8YF1	2	21053	21053	21053
9L1F	2	21053	21053	21053
9GTK	18	21055	33754	33754
9C3M	6	21056	21056	21056
8XJZ	3	21058	32811	32811
8XLJ	10	21060	21060	21060
8S1O	1	21066	21066	21066
9MG4	3	21070	21070	21070
8YZO	3	21073	21073	21073
8YZN	3	21083	21083	21083
9MRO	4	21091	21091	21091
9MRV	4	21091	21091	21091
9MRP	4	21091	21091	21091
9F03	1	21095	21095	21095
8YQ3	1	21102	21102	21102
8YRB	1	21102	21102	21102
9E9I	3	21104	21104	21104
9MG6	3	21106	21106	21106
9D3F	1	21106	21106	21106
8XOQ	2	21109	21109	21109
9GKX	12	21114	21114	21114
9DXU	8	21114	21114	21114
9GKW	12	21114	21114	21114
9DXB	3	21114	21114	21114
9DXV	3	21114	21114	21114
8YTT	3	21118	21118	21118
9GAR	3	21119	21119	21119
9BGY	1	21121	21121	21121
8Y0M	4	21122	21122	21122
8YU0	1	21124	21124	21124
8YU2	1	21124	21124	21124
9VLB	2	21131	21131	21131
8ZF8	1	21132	21132	21132
8YU4	1	21134	21134	21134
8YQM	1	21134	21134	21134
8XG7	3	21142	21142	21142
9KPM	3	21144	21144	21144
9KPN	7	21144	21144	21144
8W26	3	21148	21148	21148
9C1A	3	21148	21148	21148
9FJA	1	21150	21150	21150
9FIZ	1	21150	21150	21150
